age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
32,4,-0.02799064428278086,11,-0.4200596240159423,4,7,4,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
38,4,-1.5243379552904617,1,-1.1974588179219956,2,12,0,4,1,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,0
43,6,0.9701395314326638,12,1.523438360749191,0,4,4,4,0,-0.14592048355885345,-0.21665952703259014,0.3695193816149048,39,1
40,4,0.035487368999423195,10,2.3008375546552444,2,10,0,4,1,-0.14592048355885345,-0.21665952703259014,1.58436586737795,39,1
54,4,1.0646080792590604,11,-0.4200596240159423,5,8,4,2,0,-0.14592048355885345,-0.21665952703259014,-1.6552247613235038,39,0
35,1,-1.0699680208146494,6,-1.974858011828049,2,5,0,2,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
43,4,-0.6891757357641501,1,-1.1974588179219956,2,14,0,4,1,-0.14592048355885345,4.850916036876398,-0.03542944697277691,39,0
59,4,-0.7651788137566637,11,-0.4200596240159423,0,13,4,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
56,2,0.2564950728552402,9,1.1347387637961643,2,13,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
19,4,-0.2035499854946079,11,-0.4200596240159423,4,3,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
54,0,-0.09064439082535032,15,-0.03136002706291564,2,0,0,1,1,-0.14592048355885345,-0.21665952703259014,1.58436586737795,35,1
39,4,1.6815196250586775,11,-0.4200596240159423,0,4,1,4,1,-0.14592048355885345,-0.21665952703259014,3.2041611817286766,39,0
49,4,0.033990424805604054,11,-0.4200596240159423,2,3,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
23,2,0.008817129090556862,7,0.7460391668431378,4,11,1,4,1,-0.14592048355885345,-0.21665952703259014,0.9364477416376592,39,0
20,4,0.7222910497218492,15,-0.03136002706291564,4,12,3,2,1,-0.14592048355885345,-0.21665952703259014,0.2885296158973685,39,0
45,4,1.867974446162226,9,1.1347387637961643,0,4,3,4,1,-0.14592048355885345,3.2775355728615603,-0.03542944697277691,39,0
30,1,-1.23002735758921,15,-0.03136002706291564,2,1,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
22,7,1.1533446572293773,15,-0.03136002706291564,2,8,0,2,1,-0.14592048355885345,-0.21665952703259014,-2.0601735899111855,39,0
48,4,0.49861158470997524,1,-1.1974588179219956,4,7,4,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,33,0
21,4,0.07031500733156977,15,-0.03136002706291564,4,7,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
19,4,3.3568749335221737,11,-0.4200596240159423,1,1,5,4,0,-0.14592048355885345,-0.21665952703259014,-1.250275932735822,39,0
31,4,-1.0007201403550032,15,-0.03136002706291564,2,12,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.1974089784078496,0,1
48,6,0.7171938599985916,7,0.7460391668431378,2,10,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
31,4,3.0137525859060093,6,-1.974858011828049,2,7,0,4,1,-0.14592048355885345,-0.21665952703259014,0.20753985017983212,39,0
53,6,-0.9594878547125926,9,1.1347387637961643,2,10,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
24,4,-0.15908695320604319,9,1.1347387637961643,2,13,0,4,1,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,0
49,4,-0.9013912610638649,11,-0.4200596240159423,5,1,4,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
25,4,0.9493433763349866,11,-0.4200596240159423,4,6,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.4403782755604586,39,0
57,1,1.4033059146061517,9,1.1347387637961643,2,10,0,2,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
53,4,-0.4302991335368451,11,-0.4200596240159423,2,7,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.1974089784078496,39,0
44,4,-0.5819547392992691,12,1.523438360749191,0,4,4,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
41,7,-0.8354025502413945,8,0.35733956989011106,2,3,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
29,4,0.7739356244086095,8,0.35733956989011106,4,10,1,4,1,-0.14592048355885345,-0.21665952703259014,0.20753985017983212,39,0
25,4,-1.4922389240964158,15,-0.03136002706291564,2,4,5,3,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
18,4,0.3522331809472808,11,-0.4200596240159423,4,8,3,4,0,-0.14592048355885345,-0.21665952703259014,-0.8453271041481403,0,0
47,4,-1.3069210226337424,14,1.9121379577022177,2,10,5,4,0,-0.14592048355885345,4.503481865011922,1.58436586737795,16,1
50,1,0.5855764629065948,9,1.1347387637961643,0,4,1,4,1,-0.14592048355885345,-0.21665952703259014,1.1794170387902683,39,1
47,5,-0.7574382858683711,11,-0.4200596240159423,0,4,1,4,1,-0.14592048355885345,-0.21665952703259014,1.58436586737795,39,0
43,4,0.4568013649167862,15,-0.03136002706291564,2,13,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
46,4,0.2547423217422241,4,-2.7522572057341024,2,7,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,26,0
35,4,-1.2641254724851283,8,0.35733956989011106,2,8,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,33,0
41,4,-0.4017719248812158,11,-0.4200596240159423,2,1,0,4,1,-0.14592048355885345,-0.21665952703259014,0.6124886787675138,39,0
30,4,-0.015465579572471345,11,-0.4200596240159423,2,7,0,4,1,0.5328714887529021,-0.21665952703259014,-0.03542944697277691,39,0
30,4,-1.2343381778941955,9,1.1347387637961643,2,12,0,4,1,0.1800025719676567,-0.21665952703259014,-0.03542944697277691,39,0
32,0,0.9868238271625088,5,-2.363557608781076,3,0,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,0,0
48,4,-0.38028414366867275,11,-0.4200596240159423,2,14,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
42,4,-0.6930128395521042,10,2.3008375546552444,2,10,0,4,1,-0.14592048355885345,-0.21665952703259014,0.3695193816149048,39,1
29,4,-0.7975526005305879,15,-0.03136002706291564,0,13,1,4,1,-0.14592048355885345,-0.21665952703259014,1.4223863359428772,39,0
36,4,-0.32441401764999256,11,-0.4200596240159423,2,3,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
28,4,-0.06256247569573051,15,-0.03136002706291564,0,1,1,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
53,4,-0.18884582480595405,11,-0.4200596240159423,2,1,5,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
49,5,0.018026178181646764,15,-0.03136002706291564,2,4,0,4,1,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,1
25,0,0.103295151247294,15,-0.03136002706291564,4,0,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
19,4,-0.8362931372934135,15,-0.03136002706291564,4,10,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.6833475727130677,39,0
31,4,1.138773137165492,9,1.1347387637961643,5,12,3,2,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
29,6,-0.2603580702170102,9,1.1347387637961643,2,12,0,4,1,-0.14592048355885345,-0.21665952703259014,2.3942635245533133,39,1
23,4,0.2074843620031743,15,-0.03136002706291564,4,7,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
79,4,-0.6161570718289342,15,-0.03136002706291564,2,10,2,4,1,-0.14592048355885345,-0.21665952703259014,-1.6552247613235038,39,0
27,4,0.22873528495720172,11,-0.4200596240159423,4,8,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,26,0
40,4,-1.4928168582471941,7,0.7460391668431378,2,1,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
67,0,0.2177261131013926,0,-1.5861584148750223,2,0,0,4,1,-0.14592048355885345,-0.21665952703259014,-3.113040544239158,39,0
18,4,1.1355518648496787,1,-1.1974588179219956,4,8,3,4,0,-0.14592048355885345,-0.21665952703259014,-1.4932452298884311,39,0
31,2,-0.6049489390359719,5,-2.363557608781076,2,5,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
18,4,2.435477359235471,11,-0.4200596240159423,4,12,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.8453271041481403,39,0
52,4,0.8217715182984376,9,1.1347387637961643,2,8,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,5,0
46,4,-1.3089769523176586,11,-0.4200596240159423,2,8,5,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
59,4,-0.28272696415123166,11,-0.4200596240159423,2,12,0,4,1,-0.14592048355885345,-0.21665952703259014,0.6124886787675138,39,0
44,4,1.4572717002263658,11,-0.4200596240159423,0,3,1,4,0,1.7963480284778153,-0.21665952703259014,-0.03542944697277691,39,1
53,4,1.482492367593116,11,-0.4200596240159423,0,12,3,4,0,-0.14592048355885345,-0.21665952703259014,-0.4403782755604586,39,0
49,2,0.7433145887477015,11,-0.4200596240159423,2,11,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
33,4,0.11627498381395364,12,1.523438360749191,2,10,0,4,1,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,0
30,4,-1.2832446711125145,6,-1.974858011828049,4,12,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
43,1,2.0946667482224197,10,2.3008375546552444,4,10,1,4,0,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,1
57,4,0.5703417397188658,8,0.35733956989011106,2,10,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
37,4,0.9185518027279472,15,-0.03136002706291564,0,3,4,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
28,4,0.21586914435462962,15,-0.03136002706291564,0,7,4,2,0,-0.14592048355885345,-0.21665952703259014,-1.250275932735822,39,0
30,4,-0.6824489612223047,11,-0.4200596240159423,2,12,5,1,0,-0.14592048355885345,3.687011561130406,-0.4403782755604586,0,0
34,2,0.34598012292246666,9,1.1347387637961643,2,11,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
29,2,-0.7029324634187413,15,-0.03136002706291564,4,6,1,4,1,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,0
48,6,0.014198548724033266,10,2.3008375546552444,2,10,0,4,1,-0.14592048355885345,4.503481865011922,1.58436586737795,39,1
37,4,0.1222627605892302,15,-0.03136002706291564,2,12,0,4,1,-0.14592048355885345,-0.21665952703259014,0.6124886787675138,39,1
48,4,-0.17701238621051035,7,0.7460391668431378,0,4,4,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,9,0
32,1,0.5649603200853894,11,-0.4200596240159423,4,8,3,2,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
76,4,-0.6213963765073013,12,1.523438360749191,2,4,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
44,4,0.0805662327601287,9,1.1347387637961643,2,4,0,4,1,1.888424338306659,-0.21665952703259014,1.58436586737795,39,1
47,6,-0.3852486927671615,12,1.523438360749191,4,10,1,4,0,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,0
20,4,-0.014006532700014715,15,-0.03136002706291564,4,13,3,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
29,4,-0.8180740000483869,11,-0.4200596240159423,4,3,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
32,5,1.211592840163555,11,-0.4200596240159423,2,3,0,4,1,0.8950834428590154,-0.21665952703259014,-0.03542944697277691,39,1
17,0,1.0904445780979515,0,-1.5861584148750223,4,0,3,4,0,4.470758609991775,-0.21665952703259014,-0.6833475727130677,39,0
30,4,0.04853352187846722,1,-1.1974588179219956,4,6,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
31,2,-0.004863803921309205,11,-0.4200596240159423,4,1,1,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
42,4,-0.6166497370066468,11,-0.4200596240159423,2,6,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
24,4,2.298450119518976,9,1.1347387637961643,4,12,2,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
38,4,-1.1791217806690186,14,1.9121379577022177,2,10,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
56,6,1.3816096981261148,11,-0.4200596240159423,2,8,0,4,1,-0.14592048355885345,4.4662567751693,0.7744682102025865,2,1
28,4,1.7820327956423943,15,-0.03136002706291564,2,12,5,4,0,0.4043708740064716,-0.21665952703259014,-1.250275932735822,39,0
36,4,-0.8234554196818633,11,-0.4200596240159423,4,7,3,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
53,4,-0.8918316617501718,6,-1.974858011828049,2,6,0,4,1,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,0
56,5,1.0735518471006127,15,-0.03136002706291564,2,12,0,4,1,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,0
49,2,0.07193511781981707,8,0.35733956989011106,2,3,0,2,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
55,4,0.5473664886428442,15,-0.03136002706291564,2,12,0,4,1,-0.14592048355885345,-0.21665952703259014,1.2604068045078045,39,0
22,4,-0.8256534643208889,11,-0.4200596240159423,4,3,1,4,1,-0.14592048355885345,-0.21665952703259014,0.04556031874475943,39,0
21,4,0.09603781420637336,15,-0.03136002706291564,4,8,3,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
40,4,-0.6719703518655706,9,1.1347387637961643,2,4,0,4,1,-0.14592048355885345,-0.21665952703259014,1.58436586737795,39,0
30,4,-1.0671446703731424,9,1.1347387637961643,4,4,3,2,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,11,0
29,7,0.7409933778142478,9,1.1347387637961643,2,10,0,4,1,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,1
19,4,1.0594919408751216,15,-0.03136002706291564,4,8,3,2,1,-0.14592048355885345,-0.21665952703259014,-0.4403782755604586,39,0
47,4,0.9289546174419562,9,1.1347387637961643,2,4,5,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
20,4,-0.7397686597831008,15,-0.03136002706291564,4,1,3,4,0,-0.14592048355885345,4.04933576893193,-1.007306635583213,39,0
31,4,-0.7090718294794679,7,0.7460391668431378,2,1,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
35,0,-0.5729446511453323,11,-0.4200596240159423,2,0,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
39,4,1.667109168610583,15,-0.03136002706291564,0,3,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
28,4,-1.1384105831953424,7,0.7460391668431378,4,12,1,4,0,-0.14592048355885345,-0.21665952703259014,1.58436586737795,39,0
24,4,-1.3875665224931635,11,-0.4200596240159423,4,8,1,4,0,-0.14592048355885345,4.156047693147447,-0.03542944697277691,39,0
38,6,-0.6517710795793529,11,-0.4200596240159423,2,3,0,4,1,0.4479717148371888,-0.21665952703259014,-0.4403782755604586,39,0
37,4,0.6103707854080168,9,1.1347387637961643,2,12,0,4,1,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,0
46,4,-0.41292321169213436,7,0.7460391668431378,0,13,1,2,0,-0.14592048355885345,-0.21665952703259014,-0.35938850984292225,39,0
38,1,-0.6048920930539282,12,1.523438360749191,2,10,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,20,1
43,6,-1.2587440528516518,11,-0.4200596240159423,2,3,0,4,1,-0.14592048355885345,-0.21665952703259014,1.58436586737795,39,0
27,4,-0.25250385036463,8,0.35733956989011106,2,1,5,4,0,-0.14592048355885345,-0.21665952703259014,-0.4403782755604586,39,0
20,4,-1.4729586618532389,15,-0.03136002706291564,4,12,3,4,1,-0.14592048355885345,-0.21665952703259014,-1.6552247613235038,39,0
49,4,-1.0213836548279118,15,-0.03136002706291564,2,3,0,1,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
61,5,-1.1668998945296092,11,-0.4200596240159423,2,3,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
27,4,0.40743062951177644,15,-0.03136002706291564,4,12,3,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
19,4,1.204089170533778,15,-0.03136002706291564,4,8,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.8453271041481403,26,0
45,4,0.06447881984174325,8,0.35733956989011106,4,10,1,4,0,-0.14592048355885345,3.6646765072248324,-0.03542944697277691,39,1
70,4,-0.799655901866207,15,-0.03136002706291564,4,13,2,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
31,4,-0.037559717926814604,11,-0.4200596240159423,4,14,4,2,0,-0.14592048355885345,-0.21665952703259014,-0.8453271041481403,39,0
22,4,-0.1364717266829654,15,-0.03136002706291564,2,8,0,4,1,-0.14592048355885345,-0.21665952703259014,-1.3312656984533584,39,0
36,4,-0.7720192802625968,11,-0.4200596240159423,6,8,4,4,0,-0.14592048355885345,-0.21665952703259014,-1.3312656984533584,39,0
64,4,-0.08097109954756967,1,-1.1974588179219956,2,3,0,4,1,-0.14592048355885345,5.190905190772349,-0.03542944697277691,39,0
43,0,-0.14321744988549215,15,-0.03136002706291564,0,0,1,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
47,2,-0.03571222351039225,15,-0.03136002706291564,0,1,4,4,0,-0.14592048355885345,-0.21665952703259014,-0.1974089784078496,26,0
34,4,0.07962827405640657,11,-0.4200596240159423,4,1,1,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
33,4,-0.25367866732686783,9,1.1347387637961643,4,4,2,1,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,30,0
21,4,1.007875789179383,11,-0.4200596240159423,4,3,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.4403782755604586,39,0
52,0,0.5980636302955418,11,-0.4200596240159423,0,0,1,4,1,-0.14592048355885345,-0.21665952703259014,0.3695193816149048,39,1
48,4,-0.019549015949281785,11,-0.4200596240159423,2,3,0,4,1,-0.14592048355885345,-0.21665952703259014,0.45050914733244113,39,0
23,4,0.23461884409873138,9,1.1347387637961643,4,6,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
71,6,2.884409028095763,15,-0.03136002706291564,5,12,4,2,1,-0.14592048355885345,4.290058016580888,-3.113040544239158,39,0
29,4,0.016642925951915154,11,-0.4200596240159423,0,3,1,4,1,-0.14592048355885345,-0.21665952703259014,1.58436586737795,39,0
42,4,0.366444676458222,9,1.1347387637961643,5,8,2,2,1,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,0
68,0,-1.4349950201783446,3,-3.1409568026871293,0,0,1,4,0,-0.14592048355885345,-0.21665952703259014,-1.6552247613235038,39,0
25,4,0.596633006414107,11,-0.4200596240159423,4,8,4,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
44,5,-1.0554817697238301,12,1.523438360749191,0,4,4,1,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
28,4,-0.9603121214522271,11,-0.4200596240159423,4,4,1,1,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,9,0
45,6,0.10707540905320437,12,1.523438360749191,2,12,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
36,4,0.1646509145331975,15,-0.03136002706291564,0,8,4,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,26,0
39,1,0.4330397444224925,7,0.7460391668431378,4,4,1,4,1,-0.14592048355885345,-0.21665952703259014,0.12655008446229576,39,0
46,7,-0.8256913616422514,12,1.523438360749191,6,11,4,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
18,4,-1.553319931802441,1,-1.1974588179219956,4,6,3,4,1,-0.14592048355885345,-0.21665952703259014,-1.979183824193649,39,0
66,2,-1.2785833005849256,8,0.35733956989011106,6,10,1,4,0,-0.14592048355885345,-0.21665952703259014,-1.6552247613235038,39,0
27,4,-0.6141769367877431,11,-0.4200596240159423,4,8,1,4,1,-0.14592048355885345,4.697052332193559,-0.03542944697277691,39,0
28,7,-0.13693596886965614,11,-0.4200596240159423,2,11,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
51,4,-0.8878998146588114,15,-0.03136002706291564,2,12,0,4,1,-0.14592048355885345,4.689607314225034,-0.03542944697277691,39,1
27,4,2.2572746798586087,9,1.1347387637961643,4,3,1,4,1,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,0
28,7,-0.38043573295412275,9,1.1347387637961643,2,10,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
27,4,0.6066947452358534,11,-0.4200596240159423,3,12,4,4,0,-0.14592048355885345,-0.21665952703259014,-1.250275932735822,39,0
21,4,1.1670255902412432,11,-0.4200596240159423,4,3,3,2,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
34,4,2.7854401733575687,11,-0.4200596240159423,4,6,1,2,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
18,4,-0.05540935628855676,11,-0.4200596240159423,4,8,3,4,1,-0.14592048355885345,-0.21665952703259014,-2.303142887063794,39,0
33,4,-1.4448767467236192,9,1.1347387637961643,2,10,0,4,1,-0.14592048355885345,-0.21665952703259014,1.9893146959656316,39,0
44,2,-0.07990997454941941,15,-0.03136002706291564,2,4,0,2,1,-0.14592048355885345,-0.21665952703259014,-0.1974089784078496,39,1
43,4,-0.7124541654110719,15,-0.03136002706291564,0,1,1,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
30,4,4.206258122889767,15,-0.03136002706291564,4,3,1,2,1,-0.14592048355885345,-0.21665952703259014,0.3695193816149048,39,0
40,4,0.9151410438053214,5,-2.363557608781076,2,7,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,26,1
37,1,-1.522755742123577,15,-0.03136002706291564,2,1,0,4,1,-0.14592048355885345,-0.21665952703259014,0.12655008446229576,39,1
34,4,1.0824577176208026,11,-0.4200596240159423,2,1,0,2,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
41,6,-0.4419715085164982,9,1.1347387637961643,0,4,1,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
53,0,-0.517993535169693,9,1.1347387637961643,0,0,1,4,0,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,0
31,4,-0.8512720535619456,12,1.523438360749191,2,10,5,4,0,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,0
58,7,-0.7599489834086374,10,2.3008375546552444,2,10,0,4,1,-0.14592048355885345,-0.21665952703259014,-3.1940303099566942,39,1
38,4,-0.3273984317072902,15,-0.03136002706291564,0,7,1,2,0,-0.14592048355885345,-0.21665952703259014,-1.007306635583213,39,0
24,4,-0.28623246637726385,15,-0.03136002706291564,2,7,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
41,2,3.165673472917971,9,1.1347387637961643,2,3,0,2,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
47,4,-0.6522068987750218,15,-0.03136002706291564,2,13,0,4,1,-0.14592048355885345,-0.21665952703259014,0.3695193816149048,39,0
41,1,-0.5591595004997194,9,1.1347387637961643,2,13,0,4,1,-0.14592048355885345,-0.21665952703259014,-1.3312656984533584,39,0
23,4,0.07208670710526711,4,-2.7522572057341024,2,14,2,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,26,0
36,4,-0.8565208325706531,15,-0.03136002706291564,0,3,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
40,1,-1.2599283441442302,12,1.523438360749191,4,4,1,4,0,1.761142380602081,-0.21665952703259014,1.1794170387902683,39,1
35,4,-0.48116681313567405,12,1.523438360749191,2,10,2,4,1,0.8422749710454138,-0.21665952703259014,-0.03542944697277691,39,1
24,6,-1.4861185066963705,11,-0.4200596240159423,4,12,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
26,4,1.9662895721069173,12,1.523438360749191,4,10,1,4,0,-0.14592048355885345,4.438958375951377,-0.03542944697277691,39,0
19,0,-0.1812000402210677,11,-0.4200596240159423,4,0,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,22,0
